,ANESTESISTA,PROCEDIMENTO,DURACAO_ANESTESIA
225,Jordan Gaines,TRATAMENTO CIRÚRGICO DE ASSOCIAÇÃO FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO / DISJUNÇÃO DO ANEL PÉLVICO,53.0
226,Jordan Gaines,TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ),20.673333333333336
227,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO,51.15
228,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),31.25
229,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS,31.555555555555557
230,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,31.258333333333336
231,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA,22.0
232,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,33.385897435897434
233,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR,31.4
234,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,29.530555555555555
235,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA,45.108333333333334
236,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE),40.38333333333333
237,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA,33.75
238,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA DO ACETÁBULO,40.0
239,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA DO PILÃO TIBIAL,25.0
240,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,29.5
241,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR,25.0
242,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA INTERCONDILEANA / DOS CÔNDILOS DO FÊMUR,3.0
243,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO,20.0
244,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA SUPRACONDILEANA DO FÊMUR (METÁFISE DISTAL),15.0
245,Jordan Gaines,TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA,30.20277777777778
246,Jordan Gaines,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO AO NÍVEL DO JOELHO,25.35
247,Jordan Gaines,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO CARPO-METACARPIANA,9.0
248,Jordan Gaines,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA,31.694444444444443
249,Jordan Gaines,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO INTER-FALANGEANA,25.0
250,Jordan Gaines,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO-FALANGIANA / INTER-FALANGIANA,30.0
251,Jordan Gaines,TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO,30.5
252,Jordan Gaines,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ÚMERO,25.0
253,Jordan Gaines,TRATAMENTO CIRÚRGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL,10.283333333333331
254,Jordan Gaines,TRATAMENTO CIRÚRGICO DE RUTURA DO APARELHO EXTENSOR DO DEDO,0.0
255,Jordan Gaines,TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO,30.5
256,Joshua Booth,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS,49.0
257,Joshua Booth,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,45.0
258,Joshua Booth,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,40.0
259,Joshua Booth,TRATAMENTO CIRÚRGICO DE FRATURA SUBTROCANTERIANA,35.0
260,Kelly Koch,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE),10.0
261,Kevin Davis,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO),38.31666666666667
262,Kimberly Solis,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,3.0
263,Kimberly Solis,TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ),26.53
264,Kimberly Solis,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,34.0
265,Kimberly Solis,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,24.383333333333333
266,Kimberly Solis,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE),20.0
267,Kimberly Solis,TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR,30.0
268,Kimberly Solis,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO CARPO-METACARPIANA,32.0
269,Kimberly Solis,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO INTER-FALANGEANA,28.0
270,Kristine Greene,AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO,47.0
271,Kristine Greene,CURATIVO GRAU II C/ OU S/ DEBRIDAMENTO,23.366666666666664
272,Kristine Greene,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,38.5
273,Kristine Greene,REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DOS METATARSIANOS,22.0
274,Kristine Greene,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO,20.0
275,Kristine Greene,RETIRADA DE PLACA E/OU PARAFUSOS,37.0
276,Kristine Greene,TENOMIORRAFIA,155.0
277,Kristine Greene,TRANSPOSICAO DA FIBULA PARA A TIBIA,40.0
278,Kristine Greene,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE),25.0
279,Kristine Greene,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR,55.0
280,Kristine Greene,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS,29.608333333333334
281,Kristine Greene,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,28.25
282,Kristine Greene,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,38.0
283,Kristine Greene,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,37.49166666666666
284,Kristine Greene,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE),25.0
285,Kristine Greene,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA,42.12916666666667
286,Kristine Greene,TRATAMENTO CIRÚRGICO DE FRATURA DO PILÃO TIBIAL,5.0
287,Kristine Greene,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,52.5
288,Kristine Greene,TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR,32.96666666666667
289,Kristine Greene,TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA,27.783333333333335
290,Kristine Greene,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO TARSO-METATARSICA,20.0
291,Kristine Greene,TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL,27.483333333333334
292,Kristine Greene,TRATAMENTO CIRÚRGICO DO HALUX RIGIDUS,35.0
293,Krystal Contreras,AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO,30.0
294,Krystal Contreras,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,22.0
295,Krystal Contreras,EXCISAO DE LESAO E/OU SUTURA DE FERIMENTO DA PELE ANEXOS E MUCOSA,1.0833333333333333
296,Krystal Contreras,RECONSTRUCAO LIGAMENTAR EXTRA-ARTICULAR DO JOELHO,26.1
297,Krystal Contreras,REDUCAO INCRUENTA DA LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTERFALANGIANA DO PE,45.0
298,Krystal Contreras,RESSECÇÃO DO OLECRANO E/OU CABEÇA DO RÁDIO,25.0
299,Krystal Contreras,TENOPLASTIA OU ENXERTO DE TENDÃO UNICO,35.0
300,Krystal Contreras,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS,20.0
301,Krystal Contreras,TRATAMENTO CIRURGICO DE LUXACAO ESPONTANEA / PROGRESSIVA / PARALITICA DO QUADRIL,29.0
302,Krystal Contreras,TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ),27.15
303,Krystal Contreras,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),20.0
304,Krystal Contreras,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS,55.0
305,Krystal Contreras,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA SUPRACONDILIANA DO ÚMERO,15.0
306,Krystal Contreras,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,54.15833333333333
307,Krystal Contreras,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,31.572222222222223
308,Krystal Contreras,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR,33.333333333333336
309,Krystal Contreras,TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA,25.383333333333333
310,Krystal Contreras,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA,26.20555555555556
311,Krystal Contreras,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,35.0
312,Krystal Contreras,TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR,40.0
313,Krystal Contreras,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO,20.0
314,Krystal Contreras,TRATAMENTO CIRÚRGICO DE HALUX VALGUS C/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO,25.0
315,Krystal Contreras,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA,35.0
316,Krystal Contreras,TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO,20.0
317,Mark Little,ARTROPLASTIA TOTAL PRIMARIA DO JOELHO,25.566666666666663
318,Mark Little,CURATIVO GRAU II C/ OU S/ DEBRIDAMENTO,45.0
319,Mark Little,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,29.65625
320,Mark Little,DRENAGEM DE ABSCESSO,34.875
321,Mark Little,EXCISAO DE LESAO E/OU SUTURA DE FERIMENTO DA PELE ANEXOS E MUCOSA,30.716666666666665
322,Mark Little,REALINHAMENTO DE MECANISMO EXTENSOR DOS DEDOS DA MÃO,30.0
323,Mark Little,REDUCAO INCRUENTA DA LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTERFALANGIANA DO PE,25.0
324,Mark Little,REDUCAO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXAÇÃO ESCÁPULO-UMERAL,37.45833333333333
325,Mark Little,REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO,25.0
326,Mark Little,REDUÇÃO INCRUENTA DE FRATURA DOS METACARPIANOS,45.0
327,Mark Little,REDUÇÃO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXACAO NO PUNHO,25.516666666666666
328,Mark Little,RESSECÇÃO DO OLECRANO E/OU CABEÇA DO RÁDIO,385.0
329,Mark Little,RETIRADA DE CORPO ESTRANHO INTRA-ÓSSEO,30.2
330,Mark Little,RETIRADA DE FIO OU PINO INTRA-ÓSSEO,20.883333333333333
331,Mark Little,RETIRADA DE FIXADOR EXTERNO,40.91666666666666
332,Mark Little,RETIRADA DE PLACA E/OU PARAFUSOS,37.666666666666664
333,Mark Little,TENOMIORRAFIA,29.333333333333332
334,Mark Little,TENOPLASTIA OU ENXERTO DE TENDÃO UNICO,15.0
335,Mark Little,TENORRAFIA ÚNICA EM TÚNEL OSTEO-FIBROSO,35.0
336,Mark Little,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS,40.06666666666667
337,Mark Little,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE),55.655555555555566
338,Mark Little,TRATAMENTO CIRURGICO DE LESOES EXTENSAS C/ PERDA DE SUBSTANCIA CUTANEA,20.0
339,Mark Little,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESCAPULO-UMERAL AGUDA,10.0
340,Mark Little,TRATAMENTO CIRURGICO DE LUXACAO COXO-FEMORAL TRAUMATICA / POS-ARTROPLASTIA,25.0
341,Mark Little,TRATAMENTO CIRURGICO DE LUXACAO ESPONTANEA / PROGRESSIVA / PARALITICA DO QUADRIL,31.0
342,Mark Little,TRATAMENTO CIRÚGICO DE FRATURA DA DIÁFISE DO ÚMERO,21.5
343,Mark Little,TRATAMENTO CIRÚRGICO DE ARTRITE INFECCIOSA DAS PEQUENAS ARTICULAÇÕES,10.0
344,Mark Little,TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ),32.569047619047616
345,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),32.52222222222222
346,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DO CÔNDILO / TRÓCLEA/APOFISE CORONÓIDE DO ULNA / CABEÇA DO RÁDIO,25.0
347,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS,31.49375
348,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO / DISJUNÇÃO DO ANEL PÉLVICO ANTERO-POSTERIOR,55.0
349,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,26.465277777777775
350,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA,24.027777777777782
351,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,30.74222222222222
352,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR,31.136363636363637
353,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,32.079166666666666
354,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA,41.48611111111111
355,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA DE EXTREMIDADES / METÁFISE PROXIMAL DOS OSSOS DO ANTEBRAÇO,36.666666666666664
356,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE),40.0
357,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA,33.79404761904762
358,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA DO PILÃO TIBIAL,32.5
359,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,42.5
360,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA DO TALUS,32.5
361,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR,26.074074074074076
362,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO,27.5
363,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA AO NÍVEL DO JOELHO,30.0
364,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA DISTAL DE TÍBIA,40.0
365,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA SUPRACONDILEANA DO FÊMUR (METÁFISE DISTAL),30.0
366,Mark Little,TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA,37.263333333333335
367,Mark Little,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO,27.5
368,Mark Little,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO CARPO-METACARPIANA,20.0
369,Mark Little,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA,32.0
370,Mark Little,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO INTER-FALANGEANA,26.73
371,Mark Little,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO TARSO-METATARSICA,31.0
372,Mark Little,TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO,28.025
373,Mark Little,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE NA REGIÃO METAFISE-EPIFISÁRIA DISTAL DO RÁDIO E ULNA,35.0
374,Mark Little,TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL,25.0
375,Mark Little,TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO,31.0
376,Mark Little,TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE,25.0
377,Megan Gonzalez,ARTROPLASTIA TOTAL PRIMARIA DO JOELHO,45.0
378,Megan Gonzalez,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,29.0
379,Megan Gonzalez,DEBRIDAMENTO DE ULCERA / NECROSE,2.033333333333333
380,Megan Gonzalez,RECONSTRUÇÃO DE POLIA TENDINOSA DOS DEDOS DA MÃO,39.3
381,Megan Gonzalez,RETIRADA DE PLACA E/OU PARAFUSOS,41.0
382,Megan Gonzalez,TENOMIORRAFIA,30.0
383,Megan Gonzalez,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE),25.23333333333333
384,Megan Gonzalez,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR,30.0
385,Megan Gonzalez,TRATAMENTO CIRÚGICO DE FRATURA DA DIÁFISE DO ÚMERO,40.0
386,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR TRÊS NÍVEIS,23.0
387,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),40.016666666666666
388,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS,55.0
389,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,38.2
390,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA,25.0
391,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,55.0
392,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR,35.0
393,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,24.85
394,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA,10.0
395,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA,30.1
396,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA DO PILÃO TIBIAL,35.0
397,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL,32.15833333333333
398,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA INTERCONDILEANA / DOS CÔNDILOS DO FÊMUR,38.0
399,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISARIA DOS OSSOS DO ANTEBRAÇO,65.1
400,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA,15.0
401,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO,19.75
402,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO AO NÍVEL DO JOELHO,30.0
403,Megan Gonzalez,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO TARSO-METATARSICA,40.0
404,Megan Gonzalez,TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO,30.0
405,Melinda Hill,AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES,19.0
406,Melinda Hill,AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO,25.0
407,Melinda Hill,ARTROPLASTIA DE ARTICULAÇÃO DA MÃO,70.0
408,Melinda Hill,ARTROPLASTIA TOTAL PRIMARIA DO JOELHO,156.11818181818182
409,Melinda Hill,CURATIVO GRAU I COM OU SEM DEBRIDAMENTO,55.28333333333333
410,Melinda Hill,CURATIVO GRAU II C/ OU S/ DEBRIDAMENTO,30.116666666666667
411,Melinda Hill,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,29.210526315789473
412,Melinda Hill,EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE MÉDIAS / GRANDES ARTICULAÇÕES,50.0
413,Melinda Hill,QUADRICEPSPLASTIA,22.333333333333332
414,Melinda Hill,RECONSTRUCAO DE TENDAO PATELAR / TENDAO QUADRICIPITAL,25.0
415,Melinda Hill,RECONSTRUCAO LIGAMENTAR EXTRA-ARTICULAR DO JOELHO,30.0
416,Melinda Hill,RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR),27.65606060606061
417,Melinda Hill,REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA DISTAL DA TIBIA C/ OU S/ FRATURA DA FIBULA,35.0
418,Melinda Hill,REDUCAO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXAÇÃO ESCÁPULO-UMERAL,29.0
419,Melinda Hill,REDUÇÃO INCRUENTA DE LUXAÇÃO / FRATURA-LUXAÇÃO DO COTOVELO,15.0
420,Melinda Hill,REDUÇÃO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXACAO NO PUNHO,35.0
421,Melinda Hill,RETIRADA DE CORPO ESTRANHO SUBCUTANEO,30.0
422,Melinda Hill,RETIRADA DE FIO OU PINO INTRA-ÓSSEO,31.5
423,Melinda Hill,RETIRADA DE PLACA E/OU PARAFUSOS,38.49444444444445
424,Melinda Hill,TENOMIORRAFIA,45.105555555555554
425,Melinda Hill,TENOPLASTIA OU ENXERTO DE TENDÃO UNICO,25.0
426,Melinda Hill,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS,30.0
427,Melinda Hill,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS,20.0
428,Melinda Hill,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE),32.82083333333333
429,Melinda Hill,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR,35.32222222222222
430,Melinda Hill,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESTERNO-CLAVICULAR,0.5
431,Melinda Hill,TRATAMENTO CIRÚGICO DE FRATURA DA DIÁFISE DO ÚMERO,30.216666666666665
432,Melinda Hill,TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ),36.14047619047619
433,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO,35.0
434,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO),25.527777777777775
435,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DO CÔNDILO / TRÓCLEA/APOFISE CORONÓIDE DO ULNA / CABEÇA DO RÁDIO,20.0
436,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS,20.666666666666668
437,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO,48.14385964912281
438,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA,34.42333333333333
439,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA,121.01176470588234
440,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR,32.14791666666667
441,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO,42.44705882352941
442,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA,35.28888888888889
443,Melinda Hill,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE),30.0
